"Project","Status","ExitCode","DurationSeconds","Detail"
"PluginsWithNativeFunctions\6.2a PluginsWithNativeFunctions.csproj","Passed","0","5","Kernel plugins and functions and their parameters:
  sensors_plugin: Robot car sensors plugin. (2):
    read_temperature: Use thermal sensors to detect abnormal heat levels. | output parameter schema: {""type"":""integer""}, input parameters:
    read_wind_speed: Reads and returns the wind speed in kmph. | output parameter schema: {""type"":""integer""}, input parameters:
  maintenance_plugin: Robot car maintenance plugin. (1):
    calibrate_sensors: Calibrates all sensors on the robot car. | output parameter schema: {""type"":""string""}, input parameters:
[39:11] SENSOR READING: Temperature: 59 Celsius degrees.
[39:11] SENSOR READING: Wind speed: 46 kmph
[39:11] CALIBRATING sensors...
RENDERED PROMPT: You are an AI assistant controlling a robot car.

Temperature: 59
Wind speed: 46
Sensors status: All sensors have been calibrated.

Provide a report with the previous findings.
RESPONSE: Robot Car Status Report

- Temperature: 59
- Wind speed: 46
- Sensors status: All sensors have been calibrated

Summary:
Previous findings indicate normal sensor readiness, with all sensors calibrated and operational. Environmental readings show a temperature of 59 and wind speed of 46."
"PluginsWithOpenApiFunctions\6.2d PluginsWithOpenApiFunctions.csproj","Failed","-532462766","10,6","ndWithSuccessCheckAsync(HttpClient client, HttpRequestMessage request, HttpCompletionOption completionOption, CancellationToken cancellationToken)
   at Microsoft.SemanticKernel.Http.HttpClientExtensions.SendWithSuccessCheckAsync(HttpClient client, HttpRequestMessage request, CancellationToken cancellationToken)
   at Microsoft.SemanticKernel.Plugins.OpenApi.DocumentLoader.LoadDocumentResponseFromUriAsync(Uri uri, ILogger logger, HttpClient httpClient, AuthenticateRequestAsyncCallback authCallback, String userAgent, CancellationToken cancellationToken)
   at Microsoft.SemanticKernel.Plugins.OpenApi.DocumentLoader.LoadDocumentFromUriAsync(Uri uri, ILogger logger, HttpClient httpClient, AuthenticateRequestAsyncCallback authCallback, String userAgent, CancellationToken cancellationToken)
   at Microsoft.SemanticKernel.OpenApiKernelExtensions.CreatePluginFromOpenApiAsync(Kernel kernel, String pluginName, Uri uri, OpenApiFunctionExecutionParameters executionParameters, CancellationToken cancellationToken)
   at Program.<Main>$(String[] args) in C:\Users\danie\source\repos\Apex.SemanticKernelInAction\PluginsWithOpenApiFunctions\Program.cs:line 22
   at Program.<Main>(String[] args)"
"PluginsWithSemanticFunctions\6.2b PluginsWithSemanticFunctions.csproj","Passed","0","6,2","Kernel plugins and functions and their parameters:
  commands_from_directory_plugin:  (1):
    BreakdownComplexCommands: It breaks down the given complex command into a step-by-step sequence of basic moves. | output parameter schema: , input parameters:
      input: {""description"":""The complex command to break down into a step-by-step sequence of basic moves."",""type"":""string""}
      basic_moves: {""description"":""The basic moves that the complex command is broken down into."",""type"":""string""}
  commands_from_prompt_plugin: Robot car commands plugin. (2):
    breakdown_complex_commands_from_prompt: It breaks down the given complex command into a step-by-step sequence of basic moves. | output parameter schema: , input parameters:
      input: {""type"":""string""}
    extract_trending_direction_from_prompt: It extracts the net trending direction from the given complex command. | output parameter schema: , input parameters:
      input: {""type"":""string""}
RESPONSE: backward, stop
RESPONSE: backward"
"RAGWithBingExplicitCalling\10.06 RAGWithBingExplicitCalling.csproj","Passed","0","6,1","Assistant > What would you like to know? (hit 'enter' key to end the session)
User > Assistant > `System.String[]` is the .NET type name for **an array of strings**.

If you expected actual text values but only see `System.String[]`, that usually means the array object was converted to a string instead of its contents being displayed. For example, you would need to join or enumerate the array values to see them.

Example:
- Type: `System.String[]`
- Meaning: `string[]`

If you want, I can also explain why this appears or how to display the contents properly in C#, PowerShell, or another language."
"RAGWithBingFunctionCalling\10.06a RAGWithBingFunctionCalling.csproj","Passed","0","6,5","Assistant > What would you like to know? (hit 'enter' key to end the session)
User > Assistant > Understood ΓÇö IΓÇÖll use web search for details when available.

For this turn, IΓÇÖm unable to access live web results, so IΓÇÖll answer based on my built-in knowledge and clearly note when something may need current verification. If you want, send me the topic or question and IΓÇÖll help right away."
"RAGWithInMemoryAndFunctionCalling\10.10 RAGWithInMemoryFunctionCalling.csproj","Passed","0","5","f 5
  Upserted text block with key '1ff6f9d9-9bcb-4c23-8a1e-368d88d01267'
  Processing paragraph 2 of 5
  Upserted text block with key '0d1b0959-d3a3-41fd-ba52-53794201bd27'
  Processing paragraph 3 of 5
  Upserted text block with key '49b70f49-71ff-4631-9054-c3a0e4012c48'
  Processing paragraph 4 of 5
  Upserted text block with key '9608700c-1265-4c61-b04f-fa6ce3a9ad56'
  Processing paragraph 5 of 5
  Upserted text block with key 'a2cf35d0-ad38-4055-b091-e54b013e6247'
Text weather1.txt loading complete
Loading weather2.txt...
  Processing paragraph 1 of 5
  Upserted text block with key 'ac722ce0-4581-44b2-984f-924e237c94df'
  Processing paragraph 2 of 5
  Upserted text block with key 'bb5e0175-5159-4d13-84ba-6744696246ae'
  Processing paragraph 3 of 5
  Upserted text block with key 'f88741a4-854b-40a2-b1c6-4f736af18900'
  Processing paragraph 4 of 5
  Upserted text block with key '21f5abb2-dc53-4edd-850c-44dbe980e452'
  Processing paragraph 5 of 5
  Upserted text block with key '81724c35-6986-441e-a086-eeecb7b6809f'
Text weather2.txt loading complete
Assistant > What would you like to know from the loaded files? (hit 'enter' key to end the session)

User >"
"RAGWithInMemoryExplicitCalling\10.09 RAGWithInMemoryExplicitCalling.csproj","Passed","0","9,9","acc36c1f6539'
  Processing paragraph 11 of 20
  Upserted text block with key '53be3a5b-1067-4c59-9be8-ba79c7a397f1'
  Processing paragraph 12 of 20
  Upserted text block with key 'a6db27e2-1e7f-40ce-9738-fee13f8e74ec'
  Processing paragraph 13 of 20
  Upserted text block with key '132b15d7-a4e4-4372-b6b4-b2e2ba659f46'
  Processing paragraph 14 of 20
  Upserted text block with key '92dcf879-f78a-4eca-9e3a-a11619c53162'
  Processing paragraph 15 of 20
  Upserted text block with key '6cfff8ae-5a34-4725-8a64-5bcbcca1ad26'
  Processing paragraph 16 of 20
  Upserted text block with key '98283966-3aa9-4158-aec5-78d8fe56a726'
  Processing paragraph 17 of 20
  Upserted text block with key '00f69690-5da4-4841-a313-0dafeeffc2d3'
  Processing paragraph 18 of 20
  Upserted text block with key '8d35a8f6-7c75-4cd8-afd4-7ab59560f341'
  Processing paragraph 19 of 20
  Upserted text block with key 'b58758b5-666a-4240-96a3-e00e4512b342'
  Processing paragraph 20 of 20
  Upserted text block with key '808e3cea-4123-4f62-82f3-bac43ff94a7b'
Text weather2.txt loading complete
Assistant > What would you like to know from the loaded texts? (hit 'enter' key to end the session)

User >"
"RAGWithInMemoryExplicitCallingTextAndPdf\10.13 RAGWithInMemoryExplicitCallingTextAndPdf.csproj","Passed","0","21,7","d text block with key '244809c2-db09-44d0-b3bc-9d65bde27b94'
  Read page 4 of 6
    Read text block of 152 chars in page 4 of 6
    Upserted text block with key '180e2936-c229-4f6f-8299-9799f37ae21c'
  Read page 5 of 6
    Read text block of 178 chars in page 5 of 6
    Upserted text block with key '016f03f9-587a-404e-877a-a9ddda65c1a6'
  Read page 6 of 6
    Read text block of 186 chars in page 6 of 6
    Upserted text block with key 'cac37709-4818-4f2a-a746-190dddd1d980'
PDF Weather2.pdf loading complete
Loading weather1.txt...
  Processing paragraph 1 of 5
  Upserted text block with key '238a6564-631f-4937-aab3-c146655baa68'
  Processing paragraph 2 of 5
  Upserted text block with key 'a18fe231-6f44-4568-a16d-e1edfe9ee5cb'
  Processing paragraph 3 of 5
  Upserted text block with key '1ce18368-fecf-4ac9-8ed1-0d8e938bc830'
  Processing paragraph 4 of 5
  Upserted text block with key '4c4dde5b-5801-4184-8012-b3dc7e4262a6'
  Processing paragraph 5 of 5
  Upserted text block with key 'af673fd8-655c-4902-9f59-3ebf290bce4a'
Text weather1.txt loading complete
Assistant > Ask me anything from the loaded documents. (hit 'enter' key to end the chat session)

User >"
"RAGWithPluginKernelMemory\10.15 RAGWithPluginKernelMemory.csproj","Failed","-532462766","13,7",", String documentId, String index, TagCollectionWrapper tags, ListOfStringsWrapper steps, ILoggerFactory loggerFactory, CancellationToken cancellationToken)
   at Microsoft.SemanticKernel.KernelFunctionFromMethod.<>c.<<GetReturnValueMarshalerDelegate>b__25_4>d.MoveNext()
--- End of stack trace from previous location ---
   at Microsoft.SemanticKernel.KernelFunction.<>c__DisplayClass32_0.<<InvokeAsync>b__0>d.MoveNext()
--- End of stack trace from previous location ---
   at Microsoft.SemanticKernel.Kernel.InvokeFilterOrFunctionAsync(NonNullCollection`1 functionFilters, Func`2 functionCallback, FunctionInvocationContext context, Int32 index)
   at Microsoft.SemanticKernel.Kernel.OnFunctionInvocationAsync(KernelFunction function, KernelArguments arguments, FunctionResult functionResult, Boolean isStreaming, Func`2 functionCallback, CancellationToken cancellationToken)
   at Microsoft.SemanticKernel.KernelFunction.InvokeAsync(Kernel kernel, KernelArguments arguments, CancellationToken cancellationToken)
   at Program.<Main>$(String[] args) in C:\Users\danie\source\repos\Apex.SemanticKernelInAction\RAGWithPluginKernelMemory\Program.cs:line 58
   at Program.<Main>(String[] args)"
"RAGWithServerlessKernelMemory\10.14 RAGWithServerlessKernelMemory.csproj","Failed","-532462766","11,2","enAI.ClientCore.GetEmbeddingsAsync(String targetModel, IList`1 data, Kernel kernel, Nullable`1 dimensions, CancellationToken cancellationToken)
   at Microsoft.SemanticKernel.AI.Embeddings.TextEmbeddingGenerationExtensions.GenerateEmbeddingAsync(ITextEmbeddingGenerationService generator, String text, CancellationToken cancellationToken)
   at Microsoft.KernelMemory.Handlers.GenerateEmbeddingsHandler.GenerateEmbeddingsOneAtATimeAsync(DataPipeline pipeline, ITextEmbeddingGenerator generator, List`1 partitions, CancellationToken cancellationToken)
   at Microsoft.KernelMemory.Handlers.GenerateEmbeddingsHandler.InvokeAsync(DataPipeline pipeline, CancellationToken cancellationToken)
   at Microsoft.KernelMemory.Pipeline.InProcessPipelineOrchestrator.RunPipelineAsync(DataPipeline pipeline, CancellationToken cancellationToken)
   at Microsoft.KernelMemory.Pipeline.BaseOrchestrator.ImportDocumentAsync(String index, DocumentUploadRequest uploadRequest, IContext context, CancellationToken cancellationToken)
   at Program.<Main>$(String[] args) in C:\Users\danie\source\repos\Apex.SemanticKernelInAction\RAGWithServerlessKernelMemory\Program.cs:line 22
   at Program.<Main>(String[] args)"
"RAGWithTextFile\10.03 RAGWithTextFile.csproj","Passed","0","1,5","Loading weather1.txt...
Text weather1.txt loading complete
Loading weather2.txt...
Text weather2.txt loading complete
Assistant > Ask me about weather details between 1 and 10 June. (hit 'enter' key to end the session)
User >"
"RAGWithTextFilePlugin\10.05 RAGWithTextFilePlugin.csproj","Passed","0","2,8","Assistant > Ask me about weather details between 1 and 10 June. (hit 'enter' key to end the session)
User >"
"TextGeneration\2.1 TextGeneration.csproj","Passed","0","6,9","turn
 right


forward


turn
 left


forward


turn
 left


forward


turn
 right



turn
 right


forward


turn
 left


forward


turn
 left


forward


turn
 right"
"TextGenerationWithKernelArguments\2.1a TextGenerationWithKernelArguments.csproj","Passed","0","3,9","turn right
forward
turn left
forward
turn left
forward
turn right"
